Car ID,Brand,Model,Year,Color,Mileage,Price,Location,Units Available,Inventory Value,Mileage Category,Price Category
671,Chevrolet,Equinox,2016,Black,50000,15000,Miami,5,75000,Medium,Medium
672,Hyundai,Kona,2018,Blue,40000,17000,San Francisco,1,17000,Medium,Medium
673,Toyota,Highlander,2017,Silver,35000,14000,Dallas,1,14000,Medium,Low
674,Honda,Pilot,2019,Gray,70000,12000,Atlanta,1,12000,High,Low
675,Ford,Explorer,2015,White,55000,15000,Phoenix,2,30000,Medium,Medium
676,Chevrolet,Traverse,2019,Black,50000,17000,Houston,2,34000,Medium,Medium
677,Hyundai,Santa Fe,2016,Red,40000,14000,Seattle,1,14000,Medium,Low
678,Toyota,4Runner,2020,Silver,45000,16000,Los Angeles,1,16000,Medium,Medium
679,Honda,Odyssey,2020,White,35000,18000,New York,1,18000,Medium,Medium
680,Ford,Edge,2018,Blue,60000,19000,Chicago,2,38000,High,Medium
681,Chevrolet,Tahoe,2020,Black,50000,18000,Miami,1,18000,Medium,Medium
682,Hyundai,Palisade,2016,Silver,40000,22000,San Francisco,1,22000,Medium,Medium
683,Toyota,Sienna,2019,Red,35000,25000,Dallas,1,25000,Medium,High
684,Honda,Fit,2020,Gray,70000,18000,Atlanta,3,54000,High,Medium
685,Ford,Fusion,2015,White,55000,19000,Phoenix,2,38000,Medium,Medium
686,Chevrolet,Malibu,2016,Blue,50000,17000,Houston,4,68000,Medium,Medium
687,Hyundai,Venue,2016,Silver,45000,16000,Seattle,1,16000,Medium,Medium
688,Toyota,Yaris,2016,Black,40000,18000,Los Angeles,5,90000,Medium,Medium
689,Honda,HR-V,2018,White,35000,20000,New York,4,80000,Medium,Medium
690,Ford,EcoSport,2016,Red,55000,19000,Chicago,2,38000,Medium,Medium
691,Chevrolet,Spark,2016,Blue,50000,23000,Miami,2,46000,Medium,Medium
692,Hyundai,Accent,2017,Silver,40000,21000,San Francisco,3,63000,Medium,Medium
693,Toyota,Prius,2018,Gray,35000,24000,Dallas,2,48000,Medium,Medium
694,Honda,Civic,2020,White,70000,20000,Atlanta,1,20000,High,Medium
695,Ford,Fiesta,2016,Blue,55000,22000,Phoenix,1,22000,Medium,Medium
696,Chevrolet,Cruze,2020,Black,50000,24000,Houston,3,72000,Medium,Medium
697,Hyundai,Elantra,2020,Red,45000,23000,Seattle,5,115000,Medium,Medium
698,Toyota,Camry,2019,Silver,40000,27000,Los Angeles,5,135000,Medium,High
699,Honda,Accord,2017,White,35000,25000,New York,5,125000,Medium,High
700,Ford,Mustang,2019,Blue,70000,28000,Chicago,2,56000,High,High
701,Chevrolet,Camaro,2015,Red,55000,22000,Miami,2,44000,Medium,Medium
702,Hyundai,Genesis,2020,Black,50000,21000,San Francisco,3,63000,Medium,Medium
703,Toyota,Avalon,2015,Silver,45000,26000,Dallas,2,52000,Medium,High
704,Honda,Civic,2019,Gray,30000,29000,Atlanta,4,116000,Medium,High
705,Ford,Fusion,2018,White,35000,27000,Phoenix,4,108000,Medium,High
706,Chevrolet,Impala,2017,Blue,55000,12000,Houston,5,60000,Medium,Low
707,Hyundai,Sonata,2015,Red,50000,15000,Seattle,3,45000,Medium,Medium
708,Toyota,Corolla,2020,Silver,40000,17000,Los Angeles,3,51000,Medium,Medium
709,Honda,CR-V,2020,White,60000,14000,New York,3,42000,High,Low
710,Ford,Escape,2020,Blue,55000,12000,Chicago,3,36000,Medium,Low
711,Chevrolet,Equinox,2015,Black,45000,18000,Miami,2,36000,Medium,Medium
712,Hyundai,Tucson,2019,Red,35000,16000,San Francisco,2,32000,Medium,Medium
713,Toyota,Rav13,2018,Gray,55000,14000,Dallas,2,28000,Medium,Low
714,Honda,Pilot,2017,White,60000,12000,Atlanta,1,12000,High,Low
715,Ford,Explorer,2020,Blue,40000,15000,Phoenix,3,45000,Medium,Medium
716,Chevrolet,Traverse,2017,Black,25000,19000,Houston,2,38000,Low,Medium
717,Hyundai,Santa Fe,2019,Red,30000,18000,Seattle,5,90000,Medium,Medium
718,Toyota,4Runner,2016,Silver,65000,22000,Los Angeles,3,66000,High,Medium
719,Honda,Odyssey,2020,White,55000,16000,New York,5,80000,Medium,Medium
720,Ford,Edge,2017,Blue,50000,14000,Chicago,4,56000,Medium,Low
721,Chevrolet,Tahoe,2015,Black,55000,19000,Miami,4,76000,Medium,Medium
722,Hyundai,Palisade,2019,Silver,30000,23000,San Francisco,3,69000,Medium,Medium
723,Toyota,Sienna,2017,Red,40000,21000,Dallas,4,84000,Medium,Medium
724,Honda,Fit,2019,Gray,45000,18000,Atlanta,5,90000,Medium,Medium
725,Ford,Fusion,2015,White,35000,20000,Phoenix,1,20000,Medium,Medium
726,Chevrolet,Malibu,2019,Blue,60000,25000,Houston,5,125000,High,High
727,Hyundai,Venue,2020,Silver,55000,24000,Seattle,4,96000,Medium,Medium
728,Toyota,Yaris,2017,Black,50000,23000,Los Angeles,5,115000,Medium,Medium
729,Toyota,Camry,2019,White,35000,28000,Los Angeles,3,84000,Medium,High
730,Honda,Civic,2017,Blue,40000,25000,New York,3,75000,Medium,High
731,Toyota,Camry,2018,White,70000,27000,Los Angeles,3,81000,High,High
732,Honda,Civic,2016,Blue,55000,22000,New York,1,22000,Medium,Medium
733,Ford,Focus,2019,Silver,50000,21000,Chicago,1,21000,Medium,Medium
734,Chevrolet,Cruze,2019,Red,45000,26000,Miami,3,78000,Medium,High
735,Hyundai,Elantra,2016,Black,30000,29000,San Francisco,4,116000,Medium,High
736,Toyota,Corolla,2015,Gray,35000,27000,Dallas,4,108000,Medium,High
737,Honda,Accord,2017,White,55000,12000,Atlanta,4,48000,Medium,Low
738,Ford,Mustang,2015,Yellow,50000,15000,Phoenix,5,75000,Medium,Medium
739,Chevrolet,Impala,2016,Black,40000,17000,Houston,2,34000,Medium,Medium
740,Hyundai,Sonata,2018,Blue,60000,14000,Seattle,4,56000,High,Low
741,Toyota,Rav14,2017,Gray,55000,12000,Los Angeles,4,48000,Medium,Low
742,Honda,CR-V,2016,Red,50000,15000,New York,2,30000,Medium,Medium
743,Ford,Escape,2020,White,40000,17000,Chicago,4,68000,Medium,Medium
744,Chevrolet,Equinox,2020,Black,35000,14000,Miami,3,42000,Medium,Low
745,Hyundai,Kona,2020,Blue,70000,12000,San Francisco,1,12000,High,Low
746,Toyota,Highlander,2016,Silver,55000,15000,Dallas,5,75000,Medium,Medium
747,Honda,Pilot,2020,Gray,50000,17000,Atlanta,3,51000,Medium,Medium
748,Ford,Explorer,2020,White,40000,14000,Phoenix,1,14000,Medium,Low
749,Chevrolet,Traverse,2020,Black,45000,16000,Houston,5,80000,Medium,Medium
750,Hyundai,Santa Fe,2018,Red,35000,18000,Seattle,5,90000,Medium,Medium
751,Toyota,4Runner,2019,Silver,60000,19000,Los Angeles,1,19000,High,Medium
752,Honda,Odyssey,2017,White,50000,18000,New York,1,18000,Medium,Medium
753,Ford,Edge,2015,Blue,40000,22000,Chicago,3,66000,Medium,Medium
754,Chevrolet,Tahoe,2016,Black,35000,25000,Miami,1,25000,Medium,High
755,Hyundai,Palisade,2019,Silver,70000,18000,San Francisco,3,54000,High,Medium
756,Toyota,Sienna,2016,Red,55000,19000,Dallas,3,57000,Medium,Medium
757,Honda,Fit,2019,Gray,50000,17000,Atlanta,4,68000,Medium,Medium
758,Ford,Fusion,2015,White,45000,16000,Phoenix,2,32000,Medium,Medium
759,Chevrolet,Malibu,2015,Blue,40000,18000,Houston,4,72000,Medium,Medium
760,Hyundai,Venue,2018,Silver,35000,20000,Seattle,2,40000,Medium,Medium
761,Toyota,Yaris,2015,Black,55000,19000,Los Angeles,2,38000,Medium,Medium
762,Honda,HR-V,2016,White,50000,23000,New York,1,23000,Medium,Medium
763,Ford,EcoSport,2018,Red,40000,21000,Chicago,4,84000,Medium,Medium
764,Chevrolet,Spark,2019,Blue,35000,24000,Miami,5,120000,Medium,Medium
765,Hyundai,Accent,2018,Silver,70000,20000,San Francisco,2,40000,High,Medium
766,Toyota,Prius,2019,Gray,55000,22000,Dallas,1,22000,Medium,Medium
767,Honda,Civic,2015,White,50000,24000,Atlanta,3,72000,Medium,Medium
768,Ford,Fiesta,2016,Blue,45000,23000,Phoenix,4,92000,Medium,Medium
769,Chevrolet,Cruze,2019,Black,40000,27000,Houston,5,135000,Medium,High
770,Hyundai,Elantra,2019,Red,35000,25000,Seattle,3,75000,Medium,High
771,Toyota,Camry,2015,Silver,70000,28000,Los Angeles,2,56000,High,High
772,Honda,Accord,2018,White,55000,22000,New York,2,44000,Medium,Medium
773,Ford,Mustang,2018,Blue,50000,21000,Chicago,3,63000,Medium,Medium
774,Chevrolet,Camaro,2017,Red,45000,26000,Miami,4,104000,Medium,High
775,Hyundai,Genesis,2016,Black,30000,29000,San Francisco,1,29000,Medium,High
776,Toyota,Avalon,2020,Silver,35000,27000,Dallas,4,108000,Medium,High
777,Honda,Civic,2015,Gray,55000,12000,Atlanta,4,48000,Medium,Low
778,Ford,Fusion,2016,White,50000,15000,Phoenix,4,60000,Medium,Medium
779,Chevrolet,Impala,2020,Blue,40000,17000,Houston,3,51000,Medium,Medium
780,Hyundai,Sonata,2015,Red,60000,14000,Seattle,2,28000,High,Low
781,Toyota,Corolla,2019,Silver,55000,12000,Los Angeles,1,12000,Medium,Low
782,Honda,CR-V,2017,White,45000,18000,New York,2,36000,Medium,Medium
783,Ford,Escape,2015,Blue,35000,16000,Chicago,2,32000,Medium,Medium
784,Chevrolet,Equinox,2019,Black,55000,14000,Miami,5,70000,Medium,Low
785,Hyundai,Tucson,2015,Red,60000,12000,San Francisco,3,36000,High,Low
786,Toyota,Rav14,2018,Gray,40000,15000,Dallas,1,15000,Medium,Medium
787,Honda,Pilot,2015,White,25000,19000,Atlanta,4,76000,Low,Medium
788,Ford,Explorer,2016,Blue,30000,18000,Phoenix,1,18000,Medium,Medium
789,Chevrolet,Traverse,2018,Black,65000,22000,Houston,3,66000,High,Medium
790,Hyundai,Santa Fe,2018,Red,55000,16000,Seattle,1,16000,Medium,Medium
791,Toyota,4Runner,2015,Silver,50000,14000,Los Angeles,4,56000,Medium,Low
792,Honda,Odyssey,2016,White,55000,19000,New York,4,76000,Medium,Medium
793,Ford,Edge,2016,Blue,30000,23000,Chicago,1,23000,Medium,Medium
794,Chevrolet,Tahoe,2019,Black,40000,21000,Miami,1,21000,Medium,Medium
795,Hyundai,Palisade,2015,Silver,45000,18000,San Francisco,5,90000,Medium,Medium
796,Toyota,Sienna,2018,Red,35000,20000,Dallas,3,60000,Medium,Medium
797,Honda,Fit,2015,Gray,60000,25000,Atlanta,5,125000,High,High
798,Ford,Fusion,2017,White,55000,24000,Phoenix,5,120000,Medium,Medium
799,Chevrolet,Malibu,2017,Blue,50000,23000,Houston,2,46000,Medium,Medium
800,Hyundai,Venue,2020,Silver,35000,28000,Seattle,4,112000,Medium,High
801,Toyota,Yaris,2020,Black,40000,25000,Los Angeles,2,50000,Medium,High
802,Toyota,Camry,2016,White,70000,27000,Los Angeles,3,81000,High,High
803,Honda,Civic,2015,Blue,55000,22000,New York,2,44000,Medium,Medium
804,Toyota,Camry,2017,White,50000,21000,Los Angeles,2,42000,Medium,Medium
805,Honda,Civic,2018,Blue,45000,26000,New York,2,52000,Medium,High
806,Ford,Focus,2018,Silver,30000,29000,Chicago,2,58000,Medium,High
807,Chevrolet,Cruze,2016,Red,35000,27000,Miami,1,27000,Medium,High
808,Hyundai,Elantra,2020,Black,55000,12000,San Francisco,1,12000,Medium,Low
809,Toyota,Corolla,2017,Gray,50000,15000,Dallas,3,45000,Medium,Medium
810,Honda,Accord,2018,White,40000,17000,Atlanta,3,51000,Medium,Medium
811,Ford,Mustang,2020,Yellow,60000,14000,Phoenix,2,28000,High,Low
812,Chevrolet,Impala,2016,Black,55000,12000,Houston,3,36000,Medium,Low
813,Hyundai,Sonata,2019,Blue,50000,15000,Seattle,3,45000,Medium,Medium
814,Toyota,Rav15,2016,Gray,40000,17000,Los Angeles,1,17000,Medium,Medium
815,Honda,CR-V,2015,Red,35000,14000,New York,4,56000,Medium,Low
816,Ford,Escape,2016,White,70000,12000,Chicago,2,24000,High,Low
817,Chevrolet,Equinox,2019,Black,55000,15000,Miami,1,15000,Medium,Medium
818,Hyundai,Kona,2015,Blue,50000,17000,San Francisco,5,85000,Medium,Medium
819,Toyota,Highlander,2019,Silver,40000,14000,Dallas,1,14000,Medium,Low
820,Honda,Pilot,2015,Gray,45000,16000,Atlanta,4,64000,Medium,Medium
821,Ford,Explorer,2019,White,35000,18000,Phoenix,4,72000,Medium,Medium
822,Chevrolet,Traverse,2020,Black,60000,19000,Houston,4,76000,High,Medium
823,Hyundai,Santa Fe,2017,Red,50000,18000,Seattle,1,18000,Medium,Medium
824,Toyota,4Runner,2017,Silver,40000,22000,Los Angeles,2,44000,Medium,Medium
825,Honda,Odyssey,2019,White,35000,25000,New York,5,125000,Medium,High
826,Ford,Edge,2020,Blue,70000,18000,Chicago,1,18000,High,Medium
827,Chevrolet,Tahoe,2018,Black,55000,19000,Miami,4,76000,Medium,Medium
828,Hyundai,Palisade,2015,Silver,50000,17000,San Francisco,1,17000,Medium,Medium
829,Toyota,Sienna,2016,Red,45000,16000,Dallas,2,32000,Medium,Medium
830,Honda,Fit,2016,Gray,40000,18000,Atlanta,4,72000,Medium,Medium
831,Ford,Fusion,2017,White,35000,20000,Phoenix,4,80000,Medium,Medium
832,Chevrolet,Malibu,2016,Blue,55000,19000,Houston,3,57000,Medium,Medium
833,Hyundai,Venue,2019,Silver,50000,23000,Seattle,5,115000,Medium,Medium
834,Toyota,Yaris,2016,Black,40000,21000,Los Angeles,1,21000,Medium,Medium
835,Honda,HR-V,2020,White,35000,24000,New York,3,72000,Medium,Medium
836,Ford,EcoSport,2016,Red,70000,20000,Chicago,1,20000,High,Medium
837,Chevrolet,Spark,2019,Blue,55000,22000,Miami,1,22000,Medium,Medium
838,Hyundai,Accent,2020,Silver,50000,24000,San Francisco,3,72000,Medium,Medium
839,Toyota,Prius,2018,Gray,45000,23000,Dallas,2,46000,Medium,Medium
840,Honda,Civic,2018,White,40000,27000,Atlanta,3,81000,Medium,High
841,Ford,Fiesta,2016,Blue,35000,25000,Phoenix,3,75000,Medium,High
842,Chevrolet,Cruze,2020,Black,70000,28000,Houston,2,56000,High,High
843,Hyundai,Elantra,2016,Red,55000,22000,Seattle,2,44000,Medium,Medium
844,Toyota,Camry,2015,Silver,50000,21000,Los Angeles,5,105000,Medium,Medium
845,Honda,Accord,2016,White,45000,26000,New York,5,130000,Medium,High
846,Ford,Mustang,2017,Blue,30000,29000,Chicago,5,145000,Medium,High
847,Chevrolet,Camaro,2020,Red,35000,27000,Miami,4,108000,Medium,High
848,Hyundai,Genesis,2017,Black,55000,12000,San Francisco,5,60000,Medium,Low
849,Toyota,Avalon,2020,Silver,50000,15000,Dallas,3,45000,Medium,Medium
850,Honda,Civic,2018,Gray,40000,17000,Atlanta,3,51000,Medium,Medium
851,Ford,Fusion,2019,White,60000,14000,Phoenix,2,28000,High,Low
852,Chevrolet,Impala,2016,Blue,55000,12000,Houston,4,48000,Medium,Low
853,Hyundai,Sonata,2019,Red,45000,18000,Seattle,2,36000,Medium,Medium
854,Toyota,Corolla,2019,Silver,35000,16000,Los Angeles,2,32000,Medium,Medium
855,Honda,CR-V,2017,White,55000,14000,New York,5,70000,Medium,Low
856,Ford,Escape,2020,Blue,60000,12000,Chicago,2,24000,High,Low
857,Chevrolet,Equinox,2017,Black,40000,15000,Miami,2,30000,Medium,Medium
858,Hyundai,Tucson,2016,Red,25000,19000,San Francisco,1,19000,Low,Medium
859,Toyota,Rav15,2017,Gray,30000,18000,Dallas,4,72000,Medium,Medium
860,Honda,Pilot,2019,White,65000,22000,Atlanta,1,22000,High,Medium
861,Ford,Explorer,2016,Blue,55000,16000,Phoenix,4,64000,Medium,Medium
862,Chevrolet,Traverse,2017,Black,50000,14000,Houston,3,42000,Medium,Low
863,Hyundai,Santa Fe,2018,Red,55000,19000,Seattle,2,38000,Medium,Medium
864,Toyota,4Runner,2018,Silver,30000,23000,Los Angeles,3,69000,Medium,Medium
865,Honda,Odyssey,2016,White,40000,21000,New York,2,42000,Medium,Medium
866,Ford,Edge,2019,Blue,45000,18000,Chicago,1,18000,Medium,Medium
867,Chevrolet,Tahoe,2016,Black,35000,20000,Miami,5,100000,Medium,Medium
868,Hyundai,Palisade,2016,Silver,60000,25000,San Francisco,5,125000,High,High
869,Toyota,Sienna,2015,Red,55000,24000,Dallas,1,24000,Medium,Medium
870,Honda,Fit,2020,Gray,50000,23000,Atlanta,4,92000,Medium,Medium
871,Ford,Fusion,2015,White,35000,28000,Phoenix,4,112000,Medium,High
872,Chevrolet,Malibu,2015,Blue,40000,25000,Houston,2,50000,Medium,High
873,Hyundai,Venue,2019,Silver,70000,27000,Seattle,4,108000,High,High
874,Toyota,Yaris,2015,Black,55000,22000,Los Angeles,2,44000,Medium,Medium
875,Toyota,Camry,2017,White,50000,21000,Los Angeles,5,105000,Medium,Medium
876,Honda,Civic,2018,Blue,45000,26000,New York,5,130000,Medium,High
877,Toyota,Camry,2018,White,30000,29000,Los Angeles,1,29000,Medium,High
878,Honda,Civic,2015,Blue,35000,27000,New York,3,81000,Medium,High
879,Ford,Focus,2017,Silver,55000,12000,Chicago,3,36000,Medium,Low
880,Chevrolet,Cruze,2018,Red,50000,15000,Miami,3,45000,Medium,Medium
881,Hyundai,Elantra,2020,Black,40000,17000,San Francisco,2,34000,Medium,Medium
882,Toyota,Corolla,2019,Gray,60000,14000,Dallas,5,70000,High,Low
883,Honda,Accord,2019,White,55000,12000,Atlanta,1,12000,Medium,Low
884,Ford,Mustang,2015,Yellow,50000,15000,Phoenix,3,45000,Medium,Medium
885,Chevrolet,Impala,2020,Black,40000,17000,Houston,2,34000,Medium,Medium
886,Hyundai,Sonata,2017,Blue,35000,14000,Seattle,1,14000,Medium,Low
887,Toyota,Rav16,2020,Gray,70000,12000,Los Angeles,3,36000,High,Low
888,Honda,CR-V,2016,Red,55000,15000,New York,2,30000,Medium,Medium
889,Ford,Escape,2019,White,50000,17000,Chicago,5,85000,Medium,Medium
890,Chevrolet,Equinox,2020,Black,40000,14000,Miami,1,14000,Medium,Low
891,Hyundai,Kona,2015,Blue,45000,16000,San Francisco,1,16000,Medium,Medium
892,Toyota,Highlander,2015,Silver,35000,18000,Dallas,1,18000,Medium,Medium
893,Honda,Pilot,2017,Gray,60000,19000,Atlanta,4,76000,High,Medium
894,Ford,Explorer,2020,White,50000,18000,Phoenix,5,90000,Medium,Medium
895,Chevrolet,Traverse,2018,Black,40000,22000,Houston,2,44000,Medium,Medium
896,Hyundai,Santa Fe,2017,Red,35000,25000,Seattle,4,100000,Medium,High
897,Toyota,4Runner,2020,Silver,70000,18000,Los Angeles,2,36000,High,Medium
898,Honda,Odyssey,2017,White,55000,19000,New York,1,19000,Medium,Medium
899,Ford,Edge,2019,Blue,50000,17000,Chicago,5,85000,Medium,Medium
900,Chevrolet,Tahoe,2015,Black,45000,16000,Miami,4,64000,Medium,Medium
901,Hyundai,Palisade,2016,Silver,40000,18000,San Francisco,3,54000,Medium,Medium
902,Toyota,Sienna,2020,Red,35000,20000,Dallas,4,80000,Medium,Medium
903,Honda,Fit,2015,Gray,55000,19000,Atlanta,1,19000,Medium,Medium
904,Ford,Fusion,2017,White,50000,23000,Phoenix,4,92000,Medium,Medium
905,Chevrolet,Malibu,2019,Blue,40000,21000,Houston,5,105000,Medium,Medium
906,Hyundai,Venue,2020,Silver,35000,24000,Seattle,5,120000,Medium,Medium
907,Toyota,Yaris,2016,Black,70000,20000,Los Angeles,3,60000,High,Medium
908,Honda,HR-V,2019,White,55000,22000,New York,3,66000,Medium,Medium
909,Ford,EcoSport,2020,Red,50000,24000,Chicago,1,24000,Medium,Medium
910,Chevrolet,Spark,2019,Blue,45000,23000,Miami,1,23000,Medium,Medium
911,Hyundai,Accent,2019,Silver,40000,27000,San Francisco,4,108000,Medium,High
912,Toyota,Prius,2018,Gray,35000,25000,Dallas,4,100000,Medium,High
913,Honda,Civic,2019,White,70000,28000,Atlanta,5,140000,High,High
914,Ford,Fiesta,2016,Blue,55000,22000,Phoenix,1,22000,Medium,Medium
915,Chevrolet,Cruze,2017,Black,50000,21000,Houston,2,42000,Medium,Medium
916,Hyundai,Elantra,2019,Red,45000,26000,Seattle,4,104000,Medium,High
917,Toyota,Camry,2019,Silver,30000,29000,Los Angeles,3,87000,Medium,High
918,Honda,Accord,2020,White,35000,27000,New York,2,54000,Medium,High
919,Ford,Mustang,2015,Blue,55000,12000,Chicago,3,36000,Medium,Low
920,Chevrolet,Camaro,2017,Red,50000,15000,Miami,4,60000,Medium,Medium
921,Hyundai,Genesis,2020,Black,40000,17000,San Francisco,5,85000,Medium,Medium
922,Toyota,Avalon,2019,Silver,60000,14000,Dallas,3,42000,High,Low
923,Honda,Civic,2018,Gray,55000,12000,Atlanta,5,60000,Medium,Low
924,Ford,Fusion,2015,White,45000,18000,Phoenix,5,90000,Medium,Medium
925,Chevrolet,Impala,2016,Blue,35000,16000,Houston,3,48000,Medium,Medium
926,Hyundai,Sonata,2019,Red,55000,14000,Seattle,3,42000,Medium,Low
927,Toyota,Corolla,2019,Silver,60000,12000,Los Angeles,5,60000,High,Low
928,Honda,CR-V,2020,White,40000,15000,New York,5,75000,Medium,Medium
929,Ford,Escape,2018,Blue,25000,19000,Chicago,2,38000,Low,Medium
930,Chevrolet,Equinox,2015,Black,30000,18000,Miami,5,90000,Medium,Medium
931,Hyundai,Tucson,2019,Red,65000,22000,San Francisco,3,66000,High,Medium
932,Toyota,Rav16,2020,Gray,55000,16000,Dallas,3,48000,Medium,Medium
933,Honda,Pilot,2020,White,50000,14000,Atlanta,5,70000,Medium,Low
934,Ford,Explorer,2020,Blue,55000,19000,Phoenix,3,57000,Medium,Medium
935,Chevrolet,Traverse,2019,Black,30000,23000,Houston,5,115000,Medium,Medium
936,Hyundai,Santa Fe,2020,Red,40000,21000,Seattle,1,21000,Medium,Medium
937,Toyota,4Runner,2017,Silver,45000,18000,Los Angeles,1,18000,Medium,Medium
938,Honda,Odyssey,2018,White,35000,20000,New York,3,60000,Medium,Medium
939,Ford,Edge,2018,Blue,60000,25000,Chicago,4,100000,High,High
940,Chevrolet,Tahoe,2020,Black,55000,24000,Miami,3,72000,Medium,Medium
941,Hyundai,Palisade,2018,Silver,50000,23000,San Francisco,2,46000,Medium,Medium
942,Toyota,Sienna,2020,Red,35000,28000,Dallas,4,112000,Medium,High
943,Honda,Fit,2019,Gray,40000,25000,Atlanta,1,25000,Medium,High
944,Ford,Fusion,2020,White,70000,27000,Phoenix,2,54000,High,High
945,Chevrolet,Malibu,2015,Blue,55000,22000,Houston,2,44000,Medium,Medium
946,Hyundai,Venue,2018,Silver,50000,21000,Seattle,4,84000,Medium,Medium
947,Toyota,Yaris,2015,Black,45000,26000,Los Angeles,4,104000,Medium,High
948,Toyota,Camry,2017,White,30000,29000,Los Angeles,2,58000,Medium,High
949,Honda,Civic,2018,Blue,35000,27000,New York,3,81000,Medium,High
950,Toyota,Camry,2019,White,55000,12000,Los Angeles,2,24000,Medium,Low
951,Honda,Civic,2016,Blue,50000,15000,New York,3,45000,Medium,Medium
952,Ford,Focus,2015,Silver,40000,17000,Chicago,3,51000,Medium,Medium
953,Chevrolet,Cruze,2019,Red,60000,14000,Miami,3,42000,High,Low
954,Hyundai,Elantra,2015,Black,55000,12000,San Francisco,1,12000,Medium,Low
955,Toyota,Corolla,2019,Gray,50000,15000,Dallas,4,60000,Medium,Medium
956,Honda,Accord,2015,White,40000,17000,Atlanta,3,51000,Medium,Medium
957,Ford,Mustang,2020,Yellow,35000,14000,Phoenix,4,56000,Medium,Low
958,Chevrolet,Impala,2017,Black,70000,12000,Houston,3,36000,High,Low
959,Hyundai,Sonata,2020,Blue,55000,15000,Seattle,4,60000,Medium,Medium
960,Toyota,Rav17,2015,Gray,50000,17000,Los Angeles,5,85000,Medium,Medium
961,Honda,CR-V,2015,Red,40000,14000,New York,3,42000,Medium,Low
962,Ford,Escape,2019,White,45000,16000,Chicago,1,16000,Medium,Medium
963,Chevrolet,Equinox,2017,Black,35000,18000,Miami,5,90000,Medium,Medium
964,Hyundai,Kona,2018,Blue,60000,19000,San Francisco,3,57000,High,Medium
965,Toyota,Highlander,2017,Silver,50000,18000,Dallas,2,36000,Medium,Medium
966,Honda,Pilot,2019,Gray,40000,22000,Atlanta,3,66000,Medium,Medium
967,Ford,Explorer,2019,White,35000,25000,Phoenix,2,50000,Medium,High
968,Chevrolet,Traverse,2018,Black,70000,18000,Houston,5,90000,High,Medium
969,Hyundai,Santa Fe,2018,Red,55000,19000,Seattle,4,76000,Medium,Medium
970,Toyota,4Runner,2020,Silver,50000,17000,Los Angeles,3,51000,Medium,Medium
971,Honda,Odyssey,2017,White,45000,16000,New York,5,80000,Medium,Medium
972,Ford,Edge,2017,Blue,40000,18000,Chicago,3,54000,Medium,Medium
973,Chevrolet,Tahoe,2016,Black,35000,20000,Miami,4,80000,Medium,Medium
974,Hyundai,Palisade,2017,Silver,55000,19000,San Francisco,1,19000,Medium,Medium
975,Toyota,Sienna,2017,Red,50000,23000,Dallas,3,69000,Medium,Medium
976,Honda,Fit,2019,Gray,40000,21000,Atlanta,2,42000,Medium,Medium
977,Ford,Fusion,2019,White,35000,24000,Phoenix,4,96000,Medium,Medium
978,Chevrolet,Malibu,2018,Blue,70000,20000,Houston,4,80000,High,Medium
979,Hyundai,Venue,2015,Silver,55000,22000,Seattle,2,44000,Medium,Medium
980,Toyota,Yaris,2019,Black,50000,24000,Los Angeles,2,48000,Medium,Medium
981,Honda,HR-V,2017,White,45000,23000,New York,1,23000,Medium,Medium
982,Ford,EcoSport,2015,Red,40000,27000,Chicago,5,135000,Medium,High
983,Chevrolet,Spark,2018,Blue,35000,25000,Miami,3,75000,Medium,High
984,Hyundai,Accent,2020,Silver,70000,28000,San Francisco,5,140000,High,High
985,Toyota,Prius,2019,Gray,55000,22000,Dallas,5,110000,Medium,Medium
986,Honda,Civic,2016,White,50000,21000,Atlanta,3,63000,Medium,Medium
987,Ford,Fiesta,2017,Blue,45000,26000,Phoenix,1,26000,Medium,High
988,Chevrolet,Cruze,2018,Black,30000,29000,Houston,1,29000,Medium,High
989,Hyundai,Elantra,2019,Red,35000,27000,Seattle,5,135000,Medium,High
990,Toyota,Camry,2017,Silver,55000,12000,Los Angeles,5,60000,Medium,Low
991,Honda,Accord,2019,White,50000,15000,New York,5,75000,Medium,Medium
992,Ford,Mustang,2016,Blue,40000,17000,Chicago,2,34000,Medium,Medium
993,Chevrolet,Camaro,2019,Red,60000,14000,Miami,2,28000,High,Low
994,Hyundai,Genesis,2019,Black,55000,12000,San Francisco,4,48000,Medium,Low
995,Toyota,Avalon,2016,Silver,45000,18000,Dallas,4,72000,Medium,Medium
996,Honda,Civic,2020,Gray,35000,16000,Atlanta,5,80000,Medium,Medium
997,Ford,Fusion,2018,White,55000,14000,Phoenix,4,56000,Medium,Low
998,Chevrolet,Impala,2016,Blue,60000,12000,Houston,5,60000,High,Low
999,Hyundai,Sonata,2020,Red,40000,15000,Seattle,4,60000,Medium,Medium
1000,Toyota,Corolla,2017,Silver,25000,19000,Los Angeles,5,95000,Low,Medium
1001,Honda,CR-V,2020,White,30000,18000,New York,3,54000,Medium,Medium
1002,Ford,Escape,2016,Blue,65000,22000,Chicago,3,66000,High,Medium
1003,Chevrolet,Equinox,2018,Black,55000,16000,Miami,2,32000,Medium,Medium
1004,Hyundai,Tucson,2020,Red,50000,14000,San Francisco,2,28000,Medium,Low
1005,Toyota,Rav17,2016,Gray,55000,19000,Dallas,1,19000,Medium,Medium
